STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Zone de référence,MEASURE,Mesure,UNIT_MEASURE,Unité de mesure,TRANSFORMATION,Transformation,ADJUSTMENT,Ajustement,SEX,Sexe,AGE,Âge,ACTIVITY,Activité économique,FREQ,Fréquence d'observation,TIME_PERIOD,Période temporelle,OBS_VALUE,Valeur d'observation,BASE_PER,Période de base,OBS_STATUS,Statut d'observation,UNIT_MULT,Multiplicateur d'unité,DECIMALS,Décimales
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,SWE,Suède,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2008,,4764.25,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,SWE,Suède,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2009,,4763.5,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,SWE,Suède,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2010,,4791.5,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,SWE,Suède,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2011,,4853,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,SWE,Suède,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2012,,4876.75,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,SWE,Suède,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2013,,4928.5,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,SWE,Suède,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2014,,4970.5,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,SWE,Suède,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2015,,5007.5,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,SWE,Suède,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2016,,5062.75,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,SWE,Suède,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2017,,5149.75,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,SWE,Suède,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2018,,5211.75,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,SWE,Suède,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2019,,5268.5,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,SWE,Suède,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2020,,5269.75,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,AUT,Autriche,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2024,,4637.325,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,BEL,Belgique,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2024,,5285.85,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,CZE,Tchéquie,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2024,,5147.85,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,EST,Estonie,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2024,,709.825,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,FIN,Finlande,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2024,,2738.75,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,FRA,France,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2024,,30653.53,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,GRC,Grèce,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2024,,4617.45,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,HUN,Hongrie,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2024,,4790.6,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,ISL,Islande,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2024,,224.875,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,IRL,Irlande,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2024,,2757.925,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,ITA,Italie,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2024,,24798.15,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,LVA,Lettonie,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2024,,889.425,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,LTU,Lituanie,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2024,,1495.625,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,LUX,Luxembourg,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2024,,342.15,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,NLD,Pays-Bas,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2024,,9773.1,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,NOR,Norvège,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2024,,2886,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,POL,Pologne,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2024,,17279.72,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,PRT,Portugal,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2024,,5227.9,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,SVK,République slovaque,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2024,,2710,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,SVN,Slovénie,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2024,,1017.2,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,ESP,Espagne,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2024,,24045.43,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,SWE,Suède,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2024,,5492.975,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,CHE,Suisse,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2024,,4887.2,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,BGR,Bulgarie,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2024,,2945.6,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,HRV,Croatie,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2024,,1741.075,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,CHL,Chili,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2024,,9565.161,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,JPN,Japon,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2024,,60111.67,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,KOR,Corée,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2024,,25472.53,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,CAN,Canada,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2024,,21010.11,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,COL,Colombie,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2024,,24247.39,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,CRI,Costa Rica,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2024,,2277.5,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,ISR,Israël,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2024,,4240.575,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,MEX,Mexique,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2024,,57529.19,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,NZL,Nouvelle-Zélande,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2024,,2828.45,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,TUR,Türkiye,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2024,,34551.75,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,GBR,Royaume-Uni,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2024,,33567.5,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,USA,États-Unis,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2024,,156466.4,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,EA20,Zone euro (20 pays),LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2024,,166650.8,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,ROU,Roumanie,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2024,,8219.275,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,ZAF,Afrique du Sud,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2024,,25008.07,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,CZE,Tchéquie,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2019,,5259.5,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,DNK,Danemark,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2019,,2929.5,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,ISL,Islande,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2019,,198,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,LTU,Lituanie,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2019,,1416,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,ESP,Espagne,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2019,,22803.25,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,CHE,Suisse,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2019,,4742.25,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,EA20,Zone euro (20 pays),LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2019,,161906.8,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,EU27_2020,Union européenne (27 pays à partir du 01/02/2020),LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2019,,208190.5,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,BGR,Bulgarie,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2019,,3077.25,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,CZE,Tchéquie,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2018,,5267.25,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,DNK,Danemark,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2018,,2891.75,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,ISL,Islande,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2018,,193,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,ESP,Espagne,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2018,,22606.25,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,CHE,Suisse,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2018,,4719.5,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,EA20,Zone euro (20 pays),LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2018,,161324,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,EU27_2020,Union européenne (27 pays à partir du 01/02/2020),LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2018,,207309,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,BGR,Bulgarie,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2018,,3235,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,CZE,Tchéquie,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2015,,5201.25,,,,A,Normal value,3,Thousands,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_LFS@DF_IALFS_LF_Q(1.0),Population active,I,DNK,Danemark,LF,Population active,PS,Personnes,_Z,N'est pas applicable,Y,Corrigé des variations saisonnières et des effets de calendrier,_T,Total,Y15T64,De 15 à 64 ans,_Z,Non applicable,A,Annuelle,2015,,2803.5,,,,A,Normal value,3,Thousands,0,Zero
